Machine_ID,Machine_type,Year,Month,Day,Failures,Downtime_min,Operating_min,MTBF_min,MTTR_min,Availability_pct
Machine_01,Metal detector,2010,February,2,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,3,0,0.2,411.4,,,99.95
Machine_01,Metal detector,2010,February,4,3,106.0,411.4,137.1,35.3,74.23
Machine_01,Metal detector,2010,February,5,2,69.3,411.4,205.7,34.6,83.16
Machine_01,Metal detector,2010,February,6,1,35.0,411.4,411.4,35.0,91.49
Machine_01,Metal detector,2010,February,7,0,2.5,411.4,,,99.39
Machine_01,Metal detector,2010,February,8,1,36.9,411.4,411.4,36.9,91.03
Machine_01,Metal detector,2010,February,9,1,36.0,411.4,411.4,36.0,91.25
Machine_01,Metal detector,2010,February,10,1,34.2,411.4,411.4,34.2,91.69
Machine_01,Metal detector,2010,February,11,1,34.3,411.4,411.4,34.3,91.66
Machine_01,Metal detector,2010,February,12,0,0.3,411.4,,,99.93
Machine_01,Metal detector,2010,February,13,1,34.9,411.4,411.4,34.9,91.52
Machine_01,Metal detector,2010,February,14,1,33.8,411.4,411.4,33.8,91.78
Machine_01,Metal detector,2010,February,15,1,35.1,411.4,411.4,35.1,91.47
Machine_01,Metal detector,2010,February,16,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,17,3,104.5,411.4,137.1,34.8,74.6
Machine_01,Metal detector,2010,February,18,1,32.3,411.4,411.4,32.3,92.15
Machine_01,Metal detector,2010,February,19,0,1.7,411.4,,,99.59
Machine_01,Metal detector,2010,February,20,1,35.9,411.4,411.4,35.9,91.27
Machine_01,Metal detector,2010,February,21,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,22,1,37.7,411.4,411.4,37.7,90.84
Machine_01,Metal detector,2010,February,23,1,36.0,411.4,411.4,36.0,91.25
Machine_01,Metal detector,2010,February,24,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,25,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,26,2,70.9,411.4,205.7,35.5,82.77
Machine_01,Metal detector,2010,February,27,0,0.0,411.4,,,100.0
Machine_01,Metal detector,2010,February,28,0,0.5,411.4,,,99.88
Machine_01,Metal detector,2010,March,1,2,54.7,402.6,201.3,27.4,86.41
Machine_01,Metal detector,2010,March,2,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,March,3,3,78.4,402.6,134.2,26.1,80.53
Machine_01,Metal detector,2010,March,4,2,53.1,402.6,201.3,26.6,86.81
Machine_01,Metal detector,2010,March,5,0,0.3,402.6,,,99.93
Machine_01,Metal detector,2010,March,6,1,26.2,402.6,402.6,26.2,93.49
Machine_01,Metal detector,2010,March,7,0,1.2,402.6,,,99.7
Machine_01,Metal detector,2010,March,8,2,55.5,402.6,201.3,27.8,86.21
Machine_01,Metal detector,2010,March,9,0,2.1,402.6,,,99.48
Machine_01,Metal detector,2010,March,10,1,27.1,402.6,402.6,27.1,93.27
Machine_01,Metal detector,2010,March,11,4,103.0,402.6,100.7,25.8,74.42
Machine_01,Metal detector,2010,March,12,1,24.6,402.6,402.6,24.6,93.89
Machine_01,Metal detector,2010,March,13,1,24.8,402.6,402.6,24.8,93.84
Machine_01,Metal detector,2010,March,14,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,March,15,1,27.0,402.6,402.6,27.0,93.29
Machine_01,Metal detector,2010,March,16,2,51.8,402.6,201.3,25.9,87.13
Machine_01,Metal detector,2010,March,17,0,0.1,402.6,,,99.98
Machine_01,Metal detector,2010,March,18,0,0.3,402.6,,,99.93
Machine_01,Metal detector,2010,March,19,2,54.9,402.6,201.3,27.4,86.36
Machine_01,Metal detector,2010,March,20,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,March,21,2,50.5,402.6,201.3,25.2,87.46
Machine_01,Metal detector,2010,March,22,0,0.5,402.6,,,99.88
Machine_01,Metal detector,2010,March,23,3,76.7,402.6,134.2,25.6,80.95
Machine_01,Metal detector,2010,March,24,3,79.4,402.6,134.2,26.5,80.28
Machine_01,Metal detector,2010,March,25,1,25.6,402.6,402.6,25.6,93.64
Machine_01,Metal detector,2010,March,26,2,52.1,402.6,201.3,26.1,87.06
Machine_01,Metal detector,2010,March,27,1,28.7,402.6,402.6,28.7,92.87
Machine_01,Metal detector,2010,March,28,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,March,29,2,54.3,402.6,201.3,27.1,86.51
Machine_01,Metal detector,2010,March,30,2,51.9,402.6,201.3,25.9,87.11
Machine_01,Metal detector,2010,March,31,0,1.3,402.6,,,99.68
Machine_01,Metal detector,2010,April,1,2,52.9,400.0,200.0,26.4,86.78
Machine_01,Metal detector,2010,April,2,2,52.4,400.0,200.0,26.2,86.9
Machine_01,Metal detector,2010,April,3,2,54.2,400.0,200.0,27.1,86.45
Machine_01,Metal detector,2010,April,4,1,25.3,400.0,400.0,25.3,93.67
Machine_01,Metal detector,2010,April,5,0,0.6,400.0,,,99.85
Machine_01,Metal detector,2010,April,6,1,26.0,400.0,400.0,26.0,93.5
Machine_01,Metal detector,2010,April,7,1,25.8,400.0,400.0,25.8,93.55
Machine_01,Metal detector,2010,April,8,2,55.2,400.0,200.0,27.6,86.2
Machine_01,Metal detector,2010,April,9,1,26.2,400.0,400.0,26.2,93.45
Machine_01,Metal detector,2010,April,10,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,11,1,28.8,400.0,400.0,28.8,92.8
Machine_01,Metal detector,2010,April,12,3,80.2,400.0,133.3,26.7,79.95
Machine_01,Metal detector,2010,April,13,1,26.4,400.0,400.0,26.4,93.4
Machine_01,Metal detector,2010,April,14,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,15,3,79.7,400.0,133.3,26.6,80.08
Machine_01,Metal detector,2010,April,16,1,25.5,400.0,400.0,25.5,93.62
Machine_01,Metal detector,2010,April,17,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,18,1,26.9,400.0,400.0,26.9,93.28
Machine_01,Metal detector,2010,April,19,2,53.2,400.0,200.0,26.6,86.7
Machine_01,Metal detector,2010,April,20,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,21,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,22,3,79.1,400.0,133.3,26.4,80.22
Machine_01,Metal detector,2010,April,23,0,1.4,400.0,,,99.65
Machine_01,Metal detector,2010,April,24,1,28.5,400.0,400.0,28.5,92.88
Machine_01,Metal detector,2010,April,25,1,27.9,400.0,400.0,27.9,93.03
Machine_01,Metal detector,2010,April,26,1,24.3,400.0,400.0,24.3,93.92
Machine_01,Metal detector,2010,April,27,1,26.0,400.0,400.0,26.0,93.5
Machine_01,Metal detector,2010,April,28,1,26.3,400.0,400.0,26.3,93.42
Machine_01,Metal detector,2010,April,29,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,April,30,2,54.9,400.0,200.0,27.4,86.28
Machine_01,Metal detector,2010,May,1,0,0.1,402.6,,,99.98
Machine_01,Metal detector,2010,May,2,0,2.1,402.6,,,99.48
Machine_01,Metal detector,2010,May,3,2,57.2,402.6,201.3,28.6,85.79
Machine_01,Metal detector,2010,May,4,1,28.9,402.6,402.6,28.9,92.82
Machine_01,Metal detector,2010,May,5,1,31.2,402.6,402.6,31.2,92.25
Machine_01,Metal detector,2010,May,6,1,28.1,402.6,402.6,28.1,93.02
Machine_01,Metal detector,2010,May,7,1,29.3,402.6,402.6,29.3,92.72
Machine_01,Metal detector,2010,May,8,1,26.7,402.6,402.6,26.7,93.37
Machine_01,Metal detector,2010,May,9,1,29.5,402.6,402.6,29.5,92.67
Machine_01,Metal detector,2010,May,10,0,0.3,402.6,,,99.93
Machine_01,Metal detector,2010,May,11,0,2.9,402.6,,,99.28
Machine_01,Metal detector,2010,May,12,2,56.9,402.6,201.3,28.4,85.87
Machine_01,Metal detector,2010,May,13,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,May,14,1,30.6,402.6,402.6,30.6,92.4
Machine_01,Metal detector,2010,May,15,1,29.3,402.6,402.6,29.3,92.72
Machine_01,Metal detector,2010,May,16,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,May,17,1,27.3,402.6,402.6,27.3,93.22
Machine_01,Metal detector,2010,May,18,1,27.7,402.6,402.6,27.7,93.12
Machine_01,Metal detector,2010,May,19,1,28.3,402.6,402.6,28.3,92.97
Machine_01,Metal detector,2010,May,20,1,29.0,402.6,402.6,29.0,92.8
Machine_01,Metal detector,2010,May,21,2,56.3,402.6,201.3,28.1,86.02
Machine_01,Metal detector,2010,May,22,0,0.4,402.6,,,99.9
Machine_01,Metal detector,2010,May,23,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,May,24,1,27.3,402.6,402.6,27.3,93.22
Machine_01,Metal detector,2010,May,25,3,83.5,402.6,134.2,27.8,79.26
Machine_01,Metal detector,2010,May,26,0,0.2,402.6,,,99.95
Machine_01,Metal detector,2010,May,27,1,27.8,402.6,402.6,27.8,93.09
Machine_01,Metal detector,2010,May,28,3,84.0,402.6,134.2,28.0,79.14
Machine_01,Metal detector,2010,May,29,2,57.7,402.6,201.3,28.9,85.67
Machine_01,Metal detector,2010,May,30,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,May,31,3,85.3,402.6,134.2,28.4,78.81
Machine_01,Metal detector,2010,June,1,2,46.9,400.0,200.0,23.4,88.28
Machine_01,Metal detector,2010,June,2,2,47.9,400.0,200.0,23.9,88.03
Machine_01,Metal detector,2010,June,3,0,1.9,400.0,,,99.53
Machine_01,Metal detector,2010,June,4,4,96.8,400.0,100.0,24.2,75.8
Machine_01,Metal detector,2010,June,5,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,June,6,1,28.1,400.0,400.0,28.1,92.97
Machine_01,Metal detector,2010,June,7,2,49.2,400.0,200.0,24.6,87.7
Machine_01,Metal detector,2010,June,8,1,24.7,400.0,400.0,24.7,93.83
Machine_01,Metal detector,2010,June,9,2,48.2,400.0,200.0,24.1,87.95
Machine_01,Metal detector,2010,June,10,1,22.8,400.0,400.0,22.8,94.3
Machine_01,Metal detector,2010,June,11,1,25.8,400.0,400.0,25.8,93.55
Machine_01,Metal detector,2010,June,12,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,June,13,1,26.1,400.0,400.0,26.1,93.47
Machine_01,Metal detector,2010,June,14,1,24.6,400.0,400.0,24.6,93.85
Machine_01,Metal detector,2010,June,15,1,24.9,400.0,400.0,24.9,93.78
Machine_01,Metal detector,2010,June,16,1,22.8,400.0,400.0,22.8,94.3
Machine_01,Metal detector,2010,June,17,0,1.9,400.0,,,99.53
Machine_01,Metal detector,2010,June,18,3,70.2,400.0,133.3,23.4,82.45
Machine_01,Metal detector,2010,June,19,3,70.2,400.0,133.3,23.4,82.45
Machine_01,Metal detector,2010,June,20,0,1.0,400.0,,,99.75
Machine_01,Metal detector,2010,June,21,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,June,22,1,23.1,400.0,400.0,23.1,94.22
Machine_01,Metal detector,2010,June,23,0,0.7,400.0,,,99.83
Machine_01,Metal detector,2010,June,24,2,49.1,400.0,200.0,24.6,87.72
Machine_01,Metal detector,2010,June,25,1,21.9,400.0,400.0,21.9,94.53
Machine_01,Metal detector,2010,June,26,2,49.5,400.0,200.0,24.8,87.62
Machine_01,Metal detector,2010,June,27,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,June,28,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,June,29,0,0.8,400.0,,,99.8
Machine_01,Metal detector,2010,June,30,1,23.9,400.0,400.0,23.9,94.03
Machine_01,Metal detector,2010,July,1,3,91.6,402.6,134.2,30.5,77.25
Machine_01,Metal detector,2010,July,2,0,0.1,402.6,,,99.98
Machine_01,Metal detector,2010,July,3,0,0.6,402.6,,,99.85
Machine_01,Metal detector,2010,July,4,3,92.4,402.6,134.2,30.8,77.05
Machine_01,Metal detector,2010,July,5,1,27.2,402.6,402.6,27.2,93.24
Machine_01,Metal detector,2010,July,6,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,7,0,2.9,402.6,,,99.28
Machine_01,Metal detector,2010,July,8,1,30.4,402.6,402.6,30.4,92.45
Machine_01,Metal detector,2010,July,9,0,0.7,402.6,,,99.83
Machine_01,Metal detector,2010,July,10,3,91.6,402.6,134.2,30.5,77.25
Machine_01,Metal detector,2010,July,11,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,12,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,13,2,59.4,402.6,201.3,29.7,85.25
Machine_01,Metal detector,2010,July,14,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,15,1,29.0,402.6,402.6,29.0,92.8
Machine_01,Metal detector,2010,July,16,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,17,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,18,0,3.0,402.6,,,99.25
Machine_01,Metal detector,2010,July,19,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,20,2,63.6,402.6,201.3,31.8,84.2
Machine_01,Metal detector,2010,July,21,1,32.0,402.6,402.6,32.0,92.05
Machine_01,Metal detector,2010,July,22,3,92.6,402.6,134.2,30.9,77.0
Machine_01,Metal detector,2010,July,23,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,24,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,25,2,60.7,402.6,201.3,30.4,84.92
Machine_01,Metal detector,2010,July,26,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,July,27,0,0.8,402.6,,,99.8
Machine_01,Metal detector,2010,July,28,0,0.1,402.6,,,99.98
Machine_01,Metal detector,2010,July,29,5,156.4,402.6,80.5,31.3,61.15
Machine_01,Metal detector,2010,July,30,1,30.2,402.6,402.6,30.2,92.5
Machine_01,Metal detector,2010,July,31,4,123.8,402.6,100.7,30.9,69.25
Machine_01,Metal detector,2010,August,1,0,1.2,402.6,,,99.7
Machine_01,Metal detector,2010,August,2,0,1.1,402.6,,,99.73
Machine_01,Metal detector,2010,August,3,2,115.5,402.6,201.3,57.8,71.31
Machine_01,Metal detector,2010,August,4,1,58.5,402.6,402.6,58.5,85.47
Machine_01,Metal detector,2010,August,5,1,59.7,402.6,402.6,59.7,85.17
Machine_01,Metal detector,2010,August,6,0,2.2,402.6,,,99.45
Machine_01,Metal detector,2010,August,7,1,59.8,402.6,402.6,59.8,85.15
Machine_01,Metal detector,2010,August,8,1,58.1,402.6,402.6,58.1,85.57
Machine_01,Metal detector,2010,August,9,1,56.5,402.6,402.6,56.5,85.97
Machine_01,Metal detector,2010,August,10,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,11,2,120.0,402.6,201.3,60.0,70.19
Machine_01,Metal detector,2010,August,12,0,0.3,402.6,,,99.93
Machine_01,Metal detector,2010,August,13,0,2.0,402.6,,,99.5
Machine_01,Metal detector,2010,August,14,1,56.4,402.6,402.6,56.4,85.99
Machine_01,Metal detector,2010,August,15,1,58.5,402.6,402.6,58.5,85.47
Machine_01,Metal detector,2010,August,16,1,59.4,402.6,402.6,59.4,85.25
Machine_01,Metal detector,2010,August,17,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,18,2,115.5,402.6,201.3,57.8,71.31
Machine_01,Metal detector,2010,August,19,2,118.7,402.6,201.3,59.4,70.52
Machine_01,Metal detector,2010,August,20,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,21,0,0.2,402.6,,,99.95
Machine_01,Metal detector,2010,August,22,1,60.0,402.6,402.6,60.0,85.1
Machine_01,Metal detector,2010,August,23,0,0.2,402.6,,,99.95
Machine_01,Metal detector,2010,August,24,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,25,1,57.9,402.6,402.6,57.9,85.62
Machine_01,Metal detector,2010,August,26,0,0.4,402.6,,,99.9
Machine_01,Metal detector,2010,August,27,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,28,0,0.1,402.6,,,99.98
Machine_01,Metal detector,2010,August,29,1,57.8,402.6,402.6,57.8,85.64
Machine_01,Metal detector,2010,August,30,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,August,31,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,September,1,4,90.7,400.0,100.0,22.7,77.33
Machine_01,Metal detector,2010,September,2,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,3,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,4,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,5,2,45.9,400.0,200.0,22.9,88.53
Machine_01,Metal detector,2010,September,6,1,19.3,400.0,400.0,19.3,95.17
Machine_01,Metal detector,2010,September,7,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,8,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,9,0,1.6,400.0,,,99.6
Machine_01,Metal detector,2010,September,10,3,68.2,400.0,133.3,22.7,82.95
Machine_01,Metal detector,2010,September,11,1,21.8,400.0,400.0,21.8,94.55
Machine_01,Metal detector,2010,September,12,2,44.9,400.0,200.0,22.4,88.78
Machine_01,Metal detector,2010,September,13,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,14,1,20.1,400.0,400.0,20.1,94.97
Machine_01,Metal detector,2010,September,15,2,46.5,400.0,200.0,23.2,88.38
Machine_01,Metal detector,2010,September,16,3,64.9,400.0,133.3,21.6,83.78
Machine_01,Metal detector,2010,September,17,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,18,2,44.5,400.0,200.0,22.2,88.88
Machine_01,Metal detector,2010,September,19,1,22.5,400.0,400.0,22.5,94.38
Machine_01,Metal detector,2010,September,20,3,68.5,400.0,133.3,22.8,82.88
Machine_01,Metal detector,2010,September,21,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,September,22,2,47.2,400.0,200.0,23.6,88.2
Machine_01,Metal detector,2010,September,23,2,43.0,400.0,200.0,21.5,89.25
Machine_01,Metal detector,2010,September,24,4,87.8,400.0,100.0,21.9,78.05
Machine_01,Metal detector,2010,September,25,2,45.4,400.0,200.0,22.7,88.65
Machine_01,Metal detector,2010,September,26,2,45.6,400.0,200.0,22.8,88.6
Machine_01,Metal detector,2010,September,27,2,47.1,400.0,200.0,23.6,88.22
Machine_01,Metal detector,2010,September,28,1,22.1,400.0,400.0,22.1,94.47
Machine_01,Metal detector,2010,September,29,1,24.0,400.0,400.0,24.0,94.0
Machine_01,Metal detector,2010,September,30,3,67.4,400.0,133.3,22.5,83.15
Machine_01,Metal detector,2010,October,1,0,1.4,402.6,,,99.65
Machine_01,Metal detector,2010,October,2,1,29.2,402.6,402.6,29.2,92.75
Machine_01,Metal detector,2010,October,3,1,29.5,402.6,402.6,29.5,92.67
Machine_01,Metal detector,2010,October,4,2,62.7,402.6,201.3,31.4,84.43
Machine_01,Metal detector,2010,October,5,3,89.3,402.6,134.2,29.8,77.82
Machine_01,Metal detector,2010,October,6,0,1.9,402.6,,,99.53
Machine_01,Metal detector,2010,October,7,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,October,8,1,30.7,402.6,402.6,30.7,92.37
Machine_01,Metal detector,2010,October,9,2,58.4,402.6,201.3,29.2,85.49
Machine_01,Metal detector,2010,October,10,0,1.4,402.6,,,99.65
Machine_01,Metal detector,2010,October,11,1,28.7,402.6,402.6,28.7,92.87
Machine_01,Metal detector,2010,October,12,1,30.5,402.6,402.6,30.5,92.42
Machine_01,Metal detector,2010,October,13,0,1.9,402.6,,,99.53
Machine_01,Metal detector,2010,October,14,1,30.0,402.6,402.6,30.0,92.55
Machine_01,Metal detector,2010,October,15,0,3.2,402.6,,,99.21
Machine_01,Metal detector,2010,October,16,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,October,17,2,58.7,402.6,201.3,29.4,85.42
Machine_01,Metal detector,2010,October,18,3,88.2,402.6,134.2,29.4,78.09
Machine_01,Metal detector,2010,October,19,0,1.1,402.6,,,99.73
Machine_01,Metal detector,2010,October,20,1,29.8,402.6,402.6,29.8,92.6
Machine_01,Metal detector,2010,October,21,3,88.2,402.6,134.2,29.4,78.09
Machine_01,Metal detector,2010,October,22,2,62.8,402.6,201.3,31.4,84.4
Machine_01,Metal detector,2010,October,23,0,0.5,402.6,,,99.88
Machine_01,Metal detector,2010,October,24,0,0.8,402.6,,,99.8
Machine_01,Metal detector,2010,October,25,0,2.7,402.6,,,99.33
Machine_01,Metal detector,2010,October,26,0,0.2,402.6,,,99.95
Machine_01,Metal detector,2010,October,27,2,59.5,402.6,201.3,29.8,85.22
Machine_01,Metal detector,2010,October,28,3,89.9,402.6,134.2,30.0,77.67
Machine_01,Metal detector,2010,October,29,1,28.7,402.6,402.6,28.7,92.87
Machine_01,Metal detector,2010,October,30,2,59.2,402.6,201.3,29.6,85.3
Machine_01,Metal detector,2010,October,31,1,29.9,402.6,402.6,29.9,92.57
Machine_01,Metal detector,2010,November,1,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,2,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,3,0,0.2,400.0,,,99.95
Machine_01,Metal detector,2010,November,4,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,5,2,59.4,400.0,200.0,29.7,85.15
Machine_01,Metal detector,2010,November,6,2,57.2,400.0,200.0,28.6,85.7
Machine_01,Metal detector,2010,November,7,1,30.4,400.0,400.0,30.4,92.4
Machine_01,Metal detector,2010,November,8,1,26.3,400.0,400.0,26.3,93.42
Machine_01,Metal detector,2010,November,9,2,60.0,400.0,200.0,30.0,85.0
Machine_01,Metal detector,2010,November,10,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,11,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,12,1,29.3,400.0,400.0,29.3,92.67
Machine_01,Metal detector,2010,November,13,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,14,2,58.1,400.0,200.0,29.1,85.47
Machine_01,Metal detector,2010,November,15,2,58.2,400.0,200.0,29.1,85.45
Machine_01,Metal detector,2010,November,16,0,1.2,400.0,,,99.7
Machine_01,Metal detector,2010,November,17,1,29.7,400.0,400.0,29.7,92.58
Machine_01,Metal detector,2010,November,18,0,0.6,400.0,,,99.85
Machine_01,Metal detector,2010,November,19,1,29.3,400.0,400.0,29.3,92.67
Machine_01,Metal detector,2010,November,20,4,120.0,400.0,100.0,30.0,70.0
Machine_01,Metal detector,2010,November,21,0,0.2,400.0,,,99.95
Machine_01,Metal detector,2010,November,22,3,89.0,400.0,133.3,29.7,77.75
Machine_01,Metal detector,2010,November,23,1,30.5,400.0,400.0,30.5,92.38
Machine_01,Metal detector,2010,November,24,0,0.0,400.0,,,100.0
Machine_01,Metal detector,2010,November,25,0,0.4,400.0,,,99.9
Machine_01,Metal detector,2010,November,26,0,1.1,400.0,,,99.72
Machine_01,Metal detector,2010,November,27,1,29.3,400.0,400.0,29.3,92.67
Machine_01,Metal detector,2010,November,28,0,0.3,400.0,,,99.92
Machine_01,Metal detector,2010,November,29,1,29.2,400.0,400.0,29.2,92.7
Machine_01,Metal detector,2010,November,30,2,58.9,400.0,200.0,29.4,85.28
Machine_01,Metal detector,2010,December,1,1,30.4,402.6,402.6,30.4,92.45
Machine_01,Metal detector,2010,December,2,1,28.4,402.6,402.6,28.4,92.95
Machine_01,Metal detector,2010,December,3,1,30.1,402.6,402.6,30.1,92.52
Machine_01,Metal detector,2010,December,4,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,5,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,6,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,7,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,8,1,31.4,402.6,402.6,31.4,92.2
Machine_01,Metal detector,2010,December,9,2,59.5,402.6,201.3,29.8,85.22
Machine_01,Metal detector,2010,December,10,2,59.7,402.6,201.3,29.9,85.17
Machine_01,Metal detector,2010,December,11,0,1.8,402.6,,,99.55
Machine_01,Metal detector,2010,December,12,1,28.8,402.6,402.6,28.8,92.85
Machine_01,Metal detector,2010,December,13,1,30.5,402.6,402.6,30.5,92.42
Machine_01,Metal detector,2010,December,14,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,15,3,93.7,402.6,134.2,31.2,76.73
Machine_01,Metal detector,2010,December,16,3,87.3,402.6,134.2,29.1,78.32
Machine_01,Metal detector,2010,December,17,0,0.0,402.6,,,100.0
Machine_01,Metal detector,2010,December,18,0,0.5,402.6,,,99.88
Machine_01,Metal detector,2010,December,19,2,61.1,402.6,201.3,30.6,84.82
Machine_01,Metal detector,2010,December,20,0,2.0,402.6,,,99.5
Machine_01,Metal detector,2010,December,21,1,31.9,402.6,402.6,31.9,92.08
Machine_01,Metal detector,2010,December,22,1,31.8,402.6,402.6,31.8,92.1
Machine_01,Metal detector,2010,December,23,2,58.7,402.6,201.3,29.4,85.42
Machine_01,Metal detector,2010,December,24,2,62.6,402.6,201.3,31.3,84.45
